timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
776, -1.29, -1.19, 13.43, -0.10, -0.01, 0.00
876, -1.08, -3.30, 13.30, -0.24, 0.09, 0.02
976, -0.97, -1.69, 12.25, -0.08, -0.07, 0.14
1076, -2.30, -0.76, 11.92, -0.02, 0.00, 0.10
1176, -1.29, -2.16, 11.04, 0.06, 0.10, -0.00
1276, -3.03, 0.05, 11.41, 0.13, 0.09, 0.06
1376, -0.35, -5.90, 6.51, -0.21, -0.17, -0.15
1476, -2.97, 3.37, 8.72, 0.02, -0.23, 0.02
1576, -3.02, -0.95, 6.33, 1.06, 0.40, 0.89
1676, 1.61, -2.13, 4.37, -0.47, 0.01, 0.02
1926, 0.82, -2.44, 11.07, 0.07, 0.06, 0.06
