timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
353, 1.30, -3.44, 12.86, -0.09, 0.15, -0.03
453, 0.54, -4.04, 11.46, -0.31, 0.01, 0.07
553, -1.98, 0.21, 12.67, 0.07, 0.04, 0.02
653, -1.41, -0.83, 13.10, 0.01, 0.10, 0.09
753, 3.39, 0.01, 9.73, 0.04, 0.03, -0.02
853, 2.36, 0.59, 11.72, 0.01, 0.02, -0.01
953, -0.84, -1.26, 4.54, -1.95, 0.21, -0.22
1053, 4.73, -11.54, 19.70, -0.10, 0.33, -0.07
1153, 6.77, 10.08, 14.95, 2.22, 0.32, 0.66
1253, -5.92, -6.70, 36.23, 0.16, 0.71, 0.27
1353, -0.54, 1.75, 12.84, 0.09, -0.01, 0.14
